ID,Dataset,Direction,Train,Avg_Speed,Component,Num_Trip,Engine_Status,Accel_Path,Vel_Path,Scores_Path,UnifiedScore_Path,is_ABU-B_enabled,is_ABU-A_enabled,N_acc,N_vel,N_discrepance,Reference_Bearing,Bearing_Columns,Weldings,Wheel_Fault
713a2f84-fbf5-40ad-9560-bdc665ccc755,Estratto_Rettilineo_AR,Ritorno,007,A,X,1,F,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_X_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_FA1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_X_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_X_FA1_007.txt,False,False,143383,143383,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1331, 17978, 34821, 51829, 68831, 85711, 102537, 119329, 135681]",False
826e6293-7726-4783-9ddc-d29a8e4a6e3f,Estratto_Rettilineo_AR,Ritorno,007,A,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_X_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_X_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_X_A1_007.txt,False,False,140657,140657,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1135, 17966, 34771, 51633, 68456, 85319, 102219, 119131, 135858]",False
5b2b4492-80e9-4cbf-a632-65ba2fbf3110,Estratto_Rettilineo_AR,Ritorno,007,A,Y,1,F,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_Y_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_FA1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_Y_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_Y_FA1_007.txt,False,False,143383,143383,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1331, 17978, 34821, 51829, 68831, 85711, 102537, 119329, 135681]",False
ad0f4f82-5097-4328-8e64-7c559630fe98,Estratto_Rettilineo_AR,Ritorno,007,A,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_Z_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_Z_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_Z_A1_007.txt,False,False,140657,140657,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1135, 17966, 34771, 51633, 68456, 85319, 102219, 119131, 135858]",False
8bff8229-49d0-4a74-859a-83bb3fd51797,Estratto_Rettilineo_AR,Ritorno,007,C,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Rettilineo_Z_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Scores_Z_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/UnifiedScore_Z_C1_007.txt,False,False,42358,42358,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1593, 7320, 12851, 18642, 24183, 30038, 35646, 41389, 47124]",False
f881ebb5-8593-4d02-956c-e4b85eb2e3b3,Estratto_Rettilineo_AR,Ritorno,007,C,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Rettilineo_X_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Scores_X_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/UnifiedScore_X_C1_007.txt,False,False,42358,42358,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1593, 7320, 12851, 18642, 24183, 30038, 35646, 41389, 47124]",False
e85dd34c-8656-4b3e-8fc5-b47969ab32f6,Estratto_Rettilineo_AR,Ritorno,007,C,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Rettilineo_Y_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/Scores_Y_C1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/C/UnifiedScore_Y_C1_007.txt,False,False,42358,42358,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1593, 7320, 12851, 18642, 24183, 30038, 35646, 41389, 47124]",False
9f18867f-9bd9-4647-b42c-fd2eb607e03b,Estratto_Rettilineo_AR,Ritorno,007,B,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Rettilineo_X_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Scores_X_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/UnifiedScore_X_B1_007.txt,False,False,72843,72843,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[792, 9300, 17781, 26343, 34808, 43359, 51850, 60378, 68880]",False
54fc0a69-3f3c-4a46-8f03-981a7fca23ca,Estratto_Rettilineo_AR,Ritorno,007,B,X,1,F,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Rettilineo_X_FB1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_FB1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Scores_X_FB1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/UnifiedScore_X_FB1_007.txt,False,False,72843,72843,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[579, 9070, 17494, 26022, 34463, 42984, 51454, 59957, 68446]",False
9e93fcfa-ebce-423a-be58-effc131c047d,Estratto_Rettilineo_AR,Ritorno,007,B,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Rettilineo_Y_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Scores_Y_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/UnifiedScore_Y_B1_007.txt,False,False,72843,72843,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[792, 9300, 17781, 26343, 34808, 43359, 51850, 60378, 68880]",False
31f71db7-229b-44f4-af6c-657a2ed5ff3d,Estratto_Rettilineo_AR,Ritorno,007,B,Y,1,F,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Rettilineo_Y_FB1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_FB1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Scores_Y_FB1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/UnifiedScore_Y_FB1_007.txt,False,False,72843,72843,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[579, 9070, 17494, 26022, 34463, 42984, 51454, 59957, 68446]",False
76e7b2b2-b1d1-41fd-8a11-0b8f5cc4f56d,Estratto_Rettilineo_AR,Ritorno,007,B,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Rettilineo_Z_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/Scores_Z_B1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/B/UnifiedScore_Z_B1_007.txt,False,False,72843,72843,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[792, 9300, 17781, 26343, 34808, 43359, 51850, 60378, 68880]",False
